Stop,Route,Day,Direction,Time
Seneca @ Commons,31,Weekdays,Loop,9:53AM
Seneca @ Commons,10,Weekdays,Loop,9:54AM
Seneca @ Commons,52,Weekdays,Inbound,9:54AM
Seneca @ Commons,10,Weekdays,Loop,9:55AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,9:56AM
Seneca @ Commons,30,Weekdays,Inbound,9:56AM
Seneca @ Commons,17,Weekdays,Outbound,9:57AM
Seneca @ Commons,17,Weekdays,Outbound,9:59AM
Seneca @ Commons,10,Weekdays,Loop,10:00AM
Seneca @ Commons,17,Weekdays,Outbound,10:01AM
Seneca @ Commons,10,Weekdays,Loop,10:01AM
Seneca @ Commons,14,Weekdays,Outbound,10:02AM
Seneca @ Commons,13,Monday - Friday,Outbound,10:02AM
Seneca @ Commons,10,Weekdays,Loop,10:06AM
Seneca @ Commons,10,Weekdays,Loop,10:07AM
Seneca @ Commons,30,Weekdays,Inbound,10:08AM
Seneca @ Commons,30,Weekdays,Outbound,10:08AM
Seneca @ Commons,17,Weekdays,Outbound,10:11AM
Seneca @ Commons,10,Weekdays,Loop,10:12AM
Seneca @ Commons,10,Weekdays,Loop,10:13AM
Seneca @ Commons,17,Weekdays,Outbound,10:14AM
Seneca @ Commons,11,Monday - Wednesday,Inbound,10:18AM
Seneca @ Commons,17,Weekdays,Outbound,10:18AM
Seneca @ Commons,10,Weekdays,Loop,10:18AM
Seneca @ Commons,30,Weekdays,Outbound,10:18AM
Seneca @ Commons,10,Weekdays,Loop,10:19AM
Seneca @ Commons,32,Weekdays,Inbound,10:19AM
Seneca @ Commons,15,Weekdays,Loop,10:21AM
Seneca @ Commons,10,Weekdays,Loop,10:24AM
Seneca @ Commons,10,Weekdays,Loop,10:25AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,10:26AM
Seneca @ Commons,30,Weekdays,Inbound,10:26AM
Seneca @ Commons,51,Weekdays,Inbound,10:28AM
Seneca @ Commons,10,Weekdays,Loop,10:30AM
Seneca @ Commons,10,Weekdays,Loop,10:31AM
Seneca @ Commons,31,Weekdays,Loop,10:31AM
Seneca @ Commons,10,Weekdays,Loop,10:36AM
Seneca @ Commons,10,Weekdays,Loop,10:37AM
Seneca @ Commons,10,Weekdays,Loop,10:42AM
Seneca @ Commons,10,Weekdays,Loop,10:43AM
Seneca @ Commons,30,Weekdays,Outbound,10:48AM
Seneca @ Commons,10,Weekdays,Loop,10:48AM
Seneca @ Commons,11,Monday - Wednesday,Inbound,10:48AM
Seneca @ Commons,10,Weekdays,Loop,10:49AM
Seneca @ Commons,10,Weekdays,Loop,10:54AM
Seneca @ Commons,10,Weekdays,Loop,10:55AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,10:56AM
Seneca @ Commons,30,Weekdays,Inbound,10:56AM
Seneca @ Commons,10,Weekdays,Loop,11:00AM
Seneca @ Commons,17,Weekdays,Outbound,11:01AM
Seneca @ Commons,10,Weekdays,Loop,11:01AM
Seneca @ Commons,14,Weekdays,Outbound,11:02AM
Seneca @ Commons,13,Monday - Friday,Outbound,11:02AM
Seneca @ Commons,10,Weekdays,Loop,11:07AM
Seneca @ Commons,10,Weekdays,Loop,11:10AM
Seneca @ Commons,17,Weekdays,Outbound,11:13AM
Seneca @ Commons,10,Weekdays,Loop,11:13AM
Seneca @ Commons,10,Weekdays,Loop,11:17AM
Seneca @ Commons,30,Weekdays,Outbound,11:18AM
Seneca @ Commons,11,Monday - Wednesday,Inbound,11:18AM
Seneca @ Commons,32,Weekdays,Inbound,11:19AM
Seneca @ Commons,10,Weekdays,Loop,11:20AM
Seneca @ Commons,15,Weekdays,Loop,11:21AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,11:26AM
Seneca @ Commons,30,Weekdays,Inbound,11:26AM
Seneca @ Commons,10,Weekdays,Loop,11:27AM
Seneca @ Commons,17,Weekdays,Outbound,11:27AM
Seneca @ Commons,51,Weekdays,Inbound,11:28AM
Seneca @ Commons,10,Weekdays,Loop,11:30AM
Seneca @ Commons,67,Weekdays,Outbound,11:30AM
Seneca @ Commons,17,Weekdays,Inbound,11:30AM
Seneca @ Commons,17,Weekdays,Outbound,11:34AM
Seneca @ Commons,10,Weekdays,Loop,11:37AM
Seneca @ Commons,10,Weekdays,Loop,11:40AM
Seneca @ Commons,10,Weekdays,Loop,11:47AM
Seneca @ Commons,30,Weekdays,Outbound,11:48AM
Seneca @ Commons,11,Monday - Wednesday,Inbound,11:48AM
Seneca @ Commons,10,Weekdays,Loop,11:50AM
Seneca @ Commons,31,Weekdays,Loop,11:53AM
Seneca @ Commons,52,Weekdays,Inbound,11:54AM
Seneca @ Commons,43,Weekdays,Inbound,11:55AM
Seneca @ Commons,30,Weekdays,Inbound,11:56AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,11:56AM
Seneca @ Commons,17,Weekdays,Outbound,11:57AM
Seneca @ Commons,10,Weekdays,Loop,11:57AM
Seneca @ Commons,10,Weekdays,Loop,12:00PM
Seneca @ Commons,17,Weekdays,Inbound,12:00PM
Seneca @ Commons,14,Weekdays,Outbound,12:02PM
Seneca @ Commons,13,Monday - Friday,Outbound,12:02PM
Seneca @ Commons,20,Weekdays,Outbound,12:02PM
Seneca @ Commons,10,Weekdays,Loop,12:07PM
Seneca @ Commons,10,Weekdays,Loop,12:10PM
Seneca @ Commons,10,Weekdays,Loop,12:17PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,12:18PM
Seneca @ Commons,30,Weekdays,Outbound,12:18PM
Seneca @ Commons,32,Weekdays,Inbound,12:19PM
Seneca @ Commons,10,Weekdays,Loop,12:20PM
Seneca @ Commons,15,Weekdays,Loop,12:21PM
Seneca @ Commons,30,Weekdays,Inbound,12:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,12:26PM
Seneca @ Commons,10,Weekdays,Loop,12:27PM
Seneca @ Commons,51,Weekdays,Inbound,12:28PM
Seneca @ Commons,10,Weekdays,Loop,12:30PM
Seneca @ Commons,31,Weekdays,Loop,12:31PM
Seneca @ Commons,10,Weekdays,Loop,12:37PM
Seneca @ Commons,65,Weekdays,Inbound,12:40PM
Seneca @ Commons,10,Weekdays,Loop,12:40PM
Seneca @ Commons,10,Weekdays,Loop,12:47PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,12:48PM
Seneca @ Commons,30,Weekdays,Outbound,12:48PM
Seneca @ Commons,10,Weekdays,Loop,12:50PM
Seneca @ Commons,17,Weekdays,Outbound,12:52PM
Seneca @ Commons,30,Weekdays,Inbound,12:56PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,12:56PM
Seneca @ Commons,10,Weekdays,Loop,12:57PM
Seneca @ Commons,10,Weekdays,Loop,1:00PM
Seneca @ Commons,13,Monday - Friday,Outbound,1:02PM
Seneca @ Commons,17,Weekdays,Inbound,1:02PM
Seneca @ Commons,14,Weekdays,Outbound,1:02PM
Seneca @ Commons,21,Weekdays,Outbound,1:03PM
Seneca @ Commons,10,Weekdays,Loop,1:07PM
Seneca @ Commons,10,Weekdays,Loop,1:10PM
Seneca @ Commons,10,Weekdays,Loop,1:17PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,1:18PM
Seneca @ Commons,30,Weekdays,Outbound,1:18PM
Seneca @ Commons,32,Weekdays,Inbound,1:19PM
Seneca @ Commons,10,Weekdays,Loop,1:20PM
Seneca @ Commons,17,Weekdays,Inbound,1:20PM
Seneca @ Commons,15,Weekdays,Loop,1:21PM
Seneca @ Commons,30,Weekdays,Inbound,1:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,1:26PM
Seneca @ Commons,10,Weekdays,Loop,1:27PM
Seneca @ Commons,51,Weekdays,Inbound,1:28PM
Seneca @ Commons,10,Weekdays,Loop,1:30PM
Seneca @ Commons,17,Weekdays,Outbound,1:34PM
Seneca @ Commons,10,Weekdays,Loop,1:37PM
Seneca @ Commons,10,Weekdays,Loop,1:40PM
Seneca @ Commons,10,Weekdays,Loop,1:47PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,1:48PM
Seneca @ Commons,30,Weekdays,Outbound,1:48PM
Seneca @ Commons,10,Weekdays,Loop,1:50PM
Seneca @ Commons,31,Weekdays,Loop,1:53PM
Seneca @ Commons,43,Weekdays,Inbound,1:55PM
Seneca @ Commons,30,Weekdays,Inbound,1:56PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,1:56PM
Seneca @ Commons,10,Weekdays,Loop,1:57PM
Seneca @ Commons,10,Weekdays,Loop,2:00PM
Seneca @ Commons,17,Weekdays,Outbound,2:01PM
Seneca @ Commons,13,Monday - Friday,Outbound,2:02PM
Seneca @ Commons,14,Weekdays,Outbound,2:02PM
Seneca @ Commons,10,Weekdays,Loop,2:07PM
Seneca @ Commons,10,Weekdays,Loop,2:10PM
Seneca @ Commons,65,Weekdays,Inbound,2:10PM
Seneca @ Commons,21,Weekdays,Outbound,2:10PM
Seneca @ Commons,17,Weekdays,Outbound,2:10PM
Seneca @ Commons,10,Weekdays,Loop,2:17PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,2:18PM
Seneca @ Commons,30,Weekdays,Outbound,2:18PM
Seneca @ Commons,32,Weekdays,Inbound,2:19PM
Seneca @ Commons,17,Weekdays,Inbound,2:20PM
Seneca @ Commons,10,Weekdays,Loop,2:20PM
Seneca @ Commons,15,Weekdays,Loop,2:21PM
Seneca @ Commons,30,Weekdays,Inbound,2:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,2:26PM
Seneca @ Commons,10,Weekdays,Loop,2:27PM
Seneca @ Commons,51,Weekdays,Inbound,2:28PM
Seneca @ Commons,10,Weekdays,Loop,2:30PM
Seneca @ Commons,10,Weekdays,Loop,2:37PM
Seneca @ Commons,10,Weekdays,Loop,2:40PM
Seneca @ Commons,10,Weekdays,Loop,2:47PM
Seneca @ Commons,30,Weekdays,Outbound,2:48PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,2:48PM
Seneca @ Commons,10,Weekdays,Loop,2:50PM
Seneca @ Commons,17,Weekdays,Inbound,2:55PM
Seneca @ Commons,30,Weekdays,Inbound,2:56PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,2:56PM
Seneca @ Commons,10,Weekdays,Loop,2:57PM
Seneca @ Commons,67,Weekdays,Outbound,3:00PM
Seneca @ Commons,10,Weekdays,Loop,3:00PM
Seneca @ Commons,13,Monday - Friday,Outbound,3:02PM
Seneca @ Commons,14,Weekdays,Outbound,3:02PM
Seneca @ Commons,10,Weekdays,Loop,3:07PM
Seneca @ Commons,17,Weekdays,Inbound,3:10PM
Seneca @ Commons,10,Weekdays,Loop,3:10PM
Seneca @ Commons,21,Weekdays,Outbound,3:15PM
Seneca @ Commons,10,Weekdays,Loop,3:17PM
Seneca @ Commons,31,Weekdays,Loop,3:17PM
Seneca @ Commons,30,Weekdays,Outbound,3:18PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,3:18PM
Seneca @ Commons,32,Weekdays,Inbound,3:19PM
Seneca @ Commons,10,Weekdays,Loop,3:20PM
Seneca @ Commons,15,Weekdays,Loop,3:21PM
Seneca @ Commons,30,Weekdays,Inbound,3:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,3:26PM
Seneca @ Commons,10,Weekdays,Loop,3:27PM
Seneca @ Commons,51,Weekdays,Inbound,3:28PM
Seneca @ Commons,10,Weekdays,Loop,3:30PM
Seneca @ Commons,10,Weekdays,Loop,3:37PM
Seneca @ Commons,30,Weekdays,Outbound,3:38PM
Seneca @ Commons,30,Weekdays,Inbound,3:38PM
Seneca @ Commons,10,Weekdays,Loop,3:40PM
Seneca @ Commons,52,Weekdays,Inbound,3:40PM
Seneca @ Commons,20,Weekdays,Outbound,3:42PM
Seneca @ Commons,10,Weekdays,Loop,3:47PM
Seneca @ Commons,30,Weekdays,Outbound,3:48PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,3:48PM
Seneca @ Commons,17,Weekdays,Outbound,3:50PM
Seneca @ Commons,21,Weekdays,Outbound,3:50PM
Seneca @ Commons,10,Weekdays,Loop,3:50PM
Seneca @ Commons,31,Weekdays,Loop,3:53PM
Seneca @ Commons,43,Weekdays,Inbound,3:55PM
Seneca @ Commons,30,Weekdays,Inbound,3:56PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,3:56PM
Seneca @ Commons,10,Weekdays,Loop,3:57PM
Seneca @ Commons,10,Weekdays,Loop,4:00PM
Seneca @ Commons,14,Weekdays,Outbound,4:02PM
Seneca @ Commons,13,Monday - Friday,Outbound,4:02PM
Seneca @ Commons,65,Weekdays,Inbound,4:05PM
Seneca @ Commons,10,Weekdays,Loop,4:07PM
Seneca @ Commons,30,Weekdays,Outbound,4:08PM
Seneca @ Commons,30,Weekdays,Inbound,4:08PM
Seneca @ Commons,10,Weekdays,Loop,4:12PM
Seneca @ Commons,10,Weekdays,Loop,4:17PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,4:18PM
Seneca @ Commons,30,Weekdays,Outbound,4:18PM
Seneca @ Commons,32,Weekdays,Inbound,4:19PM
Seneca @ Commons,15,Weekdays,Loop,4:21PM
Seneca @ Commons,10,Weekdays,Loop,4:24PM
Seneca @ Commons,43,Weekdays,Inbound,4:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,4:26PM
Seneca @ Commons,30,Weekdays,Inbound,4:26PM
Seneca @ Commons,51,Weekdays,Inbound,4:28PM
Seneca @ Commons,10,Weekdays,Loop,4:31PM
Seneca @ Commons,10,Weekdays,Loop,4:36PM
Seneca @ Commons,30,Weekdays,Inbound,4:38PM
Seneca @ Commons,10,Weekdays,Loop,4:43PM
Seneca @ Commons,67,Weekdays,Outbound,4:47PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,4:48PM
Seneca @ Commons,17,Weekdays,Inbound,4:48PM
Seneca @ Commons,30,Weekdays,Outbound,4:48PM
Seneca @ Commons,10,Weekdays,Loop,4:48PM
Seneca @ Commons,21,Weekdays,Outbound,4:50PM
Seneca @ Commons,15,Weekdays,Loop,4:51PM
Seneca @ Commons,10,Weekdays,Loop,4:55PM
Seneca @ Commons,30,Weekdays,Inbound,4:56PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,4:56PM
Seneca @ Commons,20,Weekdays,Outbound,4:57PM
Seneca @ Commons,10,Weekdays,Loop,5:00PM
Seneca @ Commons,52,Weekdays,Inbound,5:01PM
Seneca @ Commons,13,Monday - Friday,Outbound,5:02PM
Seneca @ Commons,14,Weekdays,Outbound,5:02PM
Seneca @ Commons,10,Weekdays,Loop,5:07PM
Seneca @ Commons,30,Weekdays,Inbound,5:08PM
Seneca @ Commons,30,Weekdays,Outbound,5:08PM
Seneca @ Commons,10,Weekdays,Loop,5:12PM
Seneca @ Commons,21,Weekdays,Outbound,5:15PM
Seneca @ Commons,30,Weekdays,Outbound,5:18PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,5:18PM
Seneca @ Commons,32,Weekdays,Inbound,5:19PM
Seneca @ Commons,10,Weekdays,Loop,5:19PM
Seneca @ Commons,15,Weekdays,Loop,5:21PM
Seneca @ Commons,53,Afternoon Weekdays,Loop,5:24PM
Seneca @ Commons,10,Weekdays,Loop,5:24PM
Seneca @ Commons,30,Weekdays,Inbound,5:26PM
Seneca @ Commons,11,Monday - Wednesday,Outbound,5:26PM
Seneca @ Commons,51,Weekdays,Inbound,5:28PM
Seneca @ Commons,43,EXPRESS Weekdays,Inbound,5:29PM
Seneca @ Commons,10,Weekdays,Loop,5:31PM
Seneca @ Commons,21,Weekdays,Outbound,5:35PM
Seneca @ Commons,10,Weekdays,Loop,5:36PM
Seneca @ Commons,30,Weekdays,Outbound,5:38PM
Seneca @ Commons,30,Weekdays,Inbound,5:38PM
Seneca @ Commons,37,Weekdays,Inbound,5:38PM
Seneca @ Commons,52,Weekdays,Inbound,5:41PM
Seneca @ Commons,36,Monday-Thursday PM,Inbound,5:43PM
Seneca @ Commons,10,Weekdays,Loop,5:43PM
Seneca @ Commons,30,Weekdays,Outbound,5:48PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,5:48PM
Seneca @ Commons,10,Weekdays,Loop,5:48PM
Seneca @ Commons,32,Weekdays,Inbound,5:49PM
Seneca @ Commons,15,Weekdays,Loop,5:51PM
Seneca @ Commons,10,Weekdays,Loop,5:55PM
Seneca @ Commons,40,Weekdays,Inbound,5:55PM
Seneca @ Commons,65,Weekdays,Inbound,5:55PM
Seneca @ Commons,17,Weekdays,Outbound,5:55PM
Seneca @ Commons,30,Weekdays,Inbound,5:56PM
Seneca @ Commons,10,Weekdays,Loop,6:00PM
Seneca @ Commons,13,Monday - Friday,Outbound,6:02PM
Seneca @ Commons,67,Weekdays,Outbound,6:02PM
Seneca @ Commons,14,Weekdays,Outbound,6:02PM
Seneca @ Commons,20,Weekdays,Outbound,6:02PM
Seneca @ Commons,43,Weekdays,Inbound,6:06PM
Seneca @ Commons,10,Weekdays,Loop,6:07PM
Seneca @ Commons,30,Weekdays,Inbound,6:08PM
Seneca @ Commons,17,Weekdays,Outbound,6:13PM
Seneca @ Commons,36,Monday-Thursday PM,Inbound,6:13PM
Seneca @ Commons,37,Weekdays,Inbound,6:18PM
Seneca @ Commons,30,Weekdays,Outbound,6:18PM
Seneca @ Commons,11,Monday - Wednesday,Inbound,6:18PM
Seneca @ Commons,10,Weekdays,Loop,6:19PM
Seneca @ Commons,17,Weekdays,Outbound,6:19PM
Seneca @ Commons,32,Weekdays,Inbound,6:19PM
Seneca @ Commons,15,Weekdays,Loop,6:21PM
Seneca @ Commons,17,Weekdays,Outbound,6:23PM
Seneca @ Commons,30,Weekdays,Inbound,6:26PM
Seneca @ Commons,17,Weekdays,Outbound,6:27PM
Seneca @ Commons,51,Weekdays,Inbound,6:28PM
Seneca @ Commons,17,Weekdays,Outbound,6:29PM
Seneca @ Commons,53,Afternoon Weekdays,Loop,6:29PM
Seneca @ Commons,21,Weekdays,Outbound,6:30PM
Seneca @ Commons,17,Weekdays,Outbound,6:31PM
Seneca @ Commons,17,Weekdays,Outbound,6:35PM
Seneca @ Commons,40,Weekdays,Inbound,6:35PM
Seneca @ Commons,30,Weekdays,Outbound,6:38PM
Seneca @ Commons,30,Weekdays,Inbound,6:38PM
Seneca @ Commons,32,Weekdays,Inbound,6:43PM
Seneca @ Commons,30,Weekdays,Outbound,6:48PM
Seneca @ Commons,17,Weekdays,Outbound,6:52PM
Seneca @ Commons,52,Weekdays,Inbound,6:56PM
Seneca @ Commons,17,Weekdays,Outbound,6:56PM
Seneca @ Commons,30,Weekdays,Inbound,6:56PM
Seneca @ Commons,13,Monday - Friday,Outbound,7:02PM
Seneca @ Commons,14,Weekdays,Outbound,7:02PM
Seneca @ Commons,43,Weekdays,Inbound,7:06PM
Seneca @ Commons,30,Weekdays,Inbound,7:08PM
Seneca @ Commons,30,Weekdays,Outbound,7:08PM
Seneca @ Commons,32,Weekdays,Inbound,7:13PM
Seneca @ Commons,30,Weekdays,Outbound,7:18PM
Seneca @ Commons,15,Weekdays,Loop,7:21PM
Seneca @ Commons,30,Weekdays,Inbound,7:26PM
Seneca @ Commons,51,Weekdays,Inbound,7:28PM
Seneca @ Commons,17,Weekdays,Outbound,7:28PM
Seneca @ Commons,52,Weekdays,Inbound,7:31PM
Seneca @ Commons,17,Weekdays,Outbound,7:31PM
Seneca @ Commons,30,Weekdays,Inbound,7:38PM
Seneca @ Commons,17,Weekdays,Outbound,7:38PM
Seneca @ Commons,30,Weekdays,Outbound,7:48PM
Seneca @ Commons,30,Weekdays,Inbound,7:56PM
Seneca @ Commons,14,Weekdays,Outbound,8:02PM
Seneca @ Commons,17,Weekdays,Outbound,8:07PM
Seneca @ Commons,30,Weekdays,Inbound,8:08PM
Seneca @ Commons,32,Weekdays,Inbound,8:13PM
Seneca @ Commons,30,Weekdays,Outbound,8:18PM
Seneca @ Commons,15,Weekdays,Loop,8:21PM
Seneca @ Commons,30,Weekdays,Inbound,8:26PM
Seneca @ Commons,17,Weekdays,Outbound,8:27PM
Seneca @ Commons,43,Weekdays,Inbound,8:35PM
Seneca @ Commons,30,Weekdays,Outbound,8:48PM
Seneca @ Commons,30,Weekdays,Inbound,8:56PM
Seneca @ Commons,14,Weekdays,Outbound,9:02PM
Seneca @ Commons,32,Weekdays,Inbound,9:13PM
Seneca @ Commons,90,Monday - Friday,Outbound,9:18PM
Seneca @ Commons,17,Weekdays,Outbound,9:19PM
Seneca @ Commons,30,Weekdays,Inbound,9:26PM
Seneca @ Commons,90,Monday - Friday,Outbound,9:48PM
Seneca @ Commons,30,Weekdays,Inbound,9:56PM
Seneca @ Commons,90,Monday - Friday,Inbound,9:56PM
Seneca @ Commons,17,Weekdays,Outbound,9:56PM
Seneca @ Commons,43,Weekdays,Inbound,9:56PM
Seneca @ Commons,17,Weekdays,Outbound,9:57PM
Seneca @ Commons,32,Weekdays,Inbound,10:06PM
Seneca @ Commons,90,Monday - Friday,Outbound,10:18PM
Seneca @ Commons,90,Monday - Friday,Inbound,10:26PM
Seneca @ Commons,90,Monday - Friday,Outbound,10:48PM
Seneca @ Commons,90,Monday - Friday,Inbound,10:56PM
Seneca @ Commons,90,Monday - Friday,Outbound,11:18PM
Seneca @ Commons,90,Monday - Friday,Inbound,11:26PM
Seneca @ Commons,90,Monday - Friday,Outbound,11:48PM
Seneca @ Commons,90,Monday - Friday,Inbound,11:56PM
Ithaca Bus Station,14,Weekdays,Outbound,6:08AM
Ithaca Bus Station,14,Weekdays,Outbound,7:08AM
Ithaca Bus Station,14,Weekdays,Outbound,8:08AM
Ithaca Bus Station,14,Weekdays,Outbound,9:08AM
Ithaca Bus Station,14,Weekdays,Outbound,10:08AM
Ithaca Bus Station,14,Weekdays,Outbound,11:08AM
Ithaca Bus Station,14,Weekdays,Outbound,12:08PM
Ithaca Bus Station,14,Weekdays,Outbound,1:08PM
Ithaca Bus Station,14,Weekdays,Outbound,2:09PM
Ithaca Bus Station,14,Weekdays,Outbound,3:09PM
Ithaca Bus Station,14,Weekdays,Outbound,4:09PM
Ithaca Bus Station,14,Weekdays,Outbound,5:09PM
Ithaca Bus Station,14,Weekdays,Outbound,6:08PM
Ithaca Bus Station,14,Weekdays,Outbound,7:08PM
Ithaca Bus Station,14,Weekdays,Outbound,8:08PM
Ithaca Bus Station,14,Weekdays,Outbound,9:08PM
Clinton @ Geneva,15,Weekdays,Loop,7:47AM
Clinton @ Geneva,15,Weekdays,Loop,8:47AM
Clinton @ Geneva,15,Weekdays,Loop,9:47AM
Clinton @ Geneva,15,Weekdays,Loop,10:47AM
Clinton @ Geneva,15,Weekdays,Loop,11:47AM
Clinton @ Geneva,15,Weekdays,Loop,12:47PM
Clinton @ Geneva,15,Weekdays,Loop,1:47PM
Clinton @ Geneva,15,Weekdays,Loop,2:47PM
Clinton @ Geneva,15,Weekdays,Loop,3:47PM
Clinton @ Geneva,15,Weekdays,Loop,4:47PM
Clinton @ Geneva,15,Weekdays,Loop,5:17PM
Clinton @ Geneva,15,Weekdays,Loop,5:47PM
Clinton @ Geneva,15,Weekdays,Loop,6:17PM
Clinton @ Geneva,15,Weekdays,Loop,6:47PM
Clinton @ Geneva,15,Weekdays,Loop,7:47PM
Clinton @ Geneva,15,Weekdays,Loop,8:47PM
Clinton West Plaza,67,Weekdays,Inbound,6:11AM
Clinton West Plaza,67,Weekdays,Inbound,7:21AM
Clinton West Plaza,67,Weekdays,Inbound,8:31AM
Clinton West Plaza,67,Weekdays,Inbound,12:17PM
Clinton West Plaza,67,Weekdays,Inbound,3:44PM
Clinton West Plaza,67,Weekdays,Inbound,5:30PM
Clinton West Plaza,67,Weekdays,Inbound,6:46PM
Titus Towers I,15,Weekdays,Loop,7:28AM
Titus Towers I,15,Weekdays,Loop,7:47AM
Titus Towers I,15,Weekdays,Loop,8:28AM
Titus Towers I,15,Weekdays,Loop,8:47AM
Titus Towers I,15,Weekdays,Loop,9:28AM
Titus Towers I,15,Weekdays,Loop,9:47AM
Titus Towers I,15,Weekdays,Loop,10:28AM
Titus Towers I,15,Weekdays,Loop,10:47AM
Titus Towers I,15,Weekdays,Loop,11:28AM
Titus Towers I,15,Weekdays,Loop,11:47AM
Titus Towers I,15,Weekdays,Loop,12:28PM
Titus Towers I,15,Weekdays,Loop,12:47PM
Titus Towers I,15,Weekdays,Loop,1:28PM
Titus Towers I,15,Weekdays,Loop,1:47PM
Titus Towers I,15,Weekdays,Loop,2:28PM
Titus Towers I,15,Weekdays,Loop,2:47PM
Titus Towers I,15,Weekdays,Loop,3:28PM
Titus Towers I,15,Weekdays,Loop,3:47PM
Titus Towers I,15,Weekdays,Loop,4:28PM
Titus Towers I,15,Weekdays,Loop,4:47PM
Titus Towers I,15,Weekdays,Loop,4:58PM
Titus Towers I,15,Weekdays,Loop,5:17PM
Titus Towers I,15,Weekdays,Loop,5:28PM
Titus Towers I,15,Weekdays,Loop,5:47PM
Titus Towers I,15,Weekdays,Loop,5:58PM
Titus Towers I,15,Weekdays,Loop,6:17PM
Titus Towers I,15,Weekdays,Loop,6:28PM
Titus Towers I,15,Weekdays,Loop,6:47PM
Titus Towers I,15,Weekdays,Loop,7:28PM
Titus Towers I,15,Weekdays,Loop,7:47PM
Titus Towers I,15,Weekdays,Loop,8:28PM
Titus Towers I,15,Weekdays,Loop,8:47PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,7:37AM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,8:37AM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,9:37AM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,10:37AM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,11:37AM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,12:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,1:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,2:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,3:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,4:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,5:07PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,5:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,6:07PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,6:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,7:37PM
Nates Floral Estates @ Lowes,15,Weekdays,Loop,8:37PM
Cayuga @ Lincoln,17,Weekdays,Outbound,2:26AM
Cayuga @ Lincoln,13,Monday - Friday,Inbound,6:43AM
Cayuga @ Lincoln,36, Monday-Friday AM,Outbound,6:45AM
Cayuga @ Lincoln,36, Monday-Friday AM,Outbound,7:10AM
Cayuga @ Lincoln,13,Monday - Friday,Inbound,7:43AM
Cayuga @ Lincoln,13,Monday - Friday,Outbound,8:07AM
Cayuga @ Lincoln,13,Monday - Friday,Outbound,8:41AM
Cayuga @ Lincoln,13,Monday - Friday,Inbound,8:43AM
Cayuga @ Lincoln,17,Weekdays,Outbound,8:55AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:00AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:04AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:05AM
Cayuga @ Lincoln,13,Monday - Friday,Outbound,9:11AM
Cayuga @ Lincoln,13,Monday - Friday,Inbound,9:39AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:43AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:57AM
Cayuga @ Lincoln,17,Weekdays,Outbound,9:59AM
Cayuga @ Lincoln,17,Weekdays,Outbound,10:01AM
Cayuga @ Lincoln,13,Monday - Friday,Outbound,10:11AM
Cayuga @ Lincoln,17,Weekdays,Outbound,10:11AM
